# Time-averaged data for fix myat1
# TimeStep v_nH
1000 37
2000 37
3000 37
4000 37
5000 37
6000 37
7000 37
8000 37
9000 37
10000 37
11000 37
12000 37
13000 37
14000 37
15000 37
16000 37
17000 37
18000 37
19000 37
20000 37
21000 37
22000 37
23000 37
24000 37
25000 37
26000 37
27000 37
28000 37
29000 37
30000 37
31000 37
32000 37
33000 37
34000 37
35000 37
36000 37
37000 37
38000 37
39000 37
40000 37
41000 37
42000 37
43000 37
44000 37
45000 37
46000 37
47000 37
48000 37
49000 37
50000 37
51000 37
52000 37
53000 37
54000 37
55000 37
56000 37
57000 37
58000 37
59000 37
60000 37
61000 37
62000 37
63000 37
64000 37
65000 37
66000 37
67000 37
68000 37
69000 37
70000 37
71000 37
72000 37
73000 37
74000 37
75000 37
76000 37
77000 37
78000 37
79000 37
80000 37
81000 37
82000 37
83000 37
84000 37
85000 37
86000 37
87000 37
88000 37
89000 37
90000 37
91000 37
92000 37
93000 37
94000 37
95000 37
96000 37
97000 37
98000 37
99000 37
100000 37
101000 135.2
102000 186.1
103000 206.8
104000 208.3
105000 211
106000 210.9
107000 229.5
108000 221.6
109000 208.4
110000 217.4
111000 208
112000 205.9
113000 219.8
114000 224
115000 237
116000 236.8
117000 231.6
118000 223.9
119000 220.7
120000 227.6
121000 234.4
122000 222.8
123000 212.9
124000 220.9
125000 224
126000 218.2
127000 227.4
128000 223.4
129000 222.6
130000 216.8
131000 224.8
132000 228.8
133000 232.1
134000 232.4
135000 218.7
136000 236.1
137000 228.5
138000 223.1
139000 214.7
140000 220.5
141000 234.1
142000 246.8
143000 233
144000 234.4
145000 225.1
146000 232.4
147000 223.1
148000 228.4
149000 225.8
150000 224.3
