# Time-averaged data for fix myat1
# TimeStep v_nH
1000 33
2000 33
3000 33
4000 33
5000 33
6000 33
7000 33
8000 33
9000 33
10000 33
11000 33
12000 33
13000 33
14000 33
15000 33
16000 33
17000 33
18000 33
19000 33
20000 33
21000 33
22000 33
23000 33
24000 33
25000 33
26000 33
27000 33
28000 33
29000 33
30000 33
31000 33
32000 33
33000 33
34000 33
35000 33
36000 33
37000 33
38000 33
39000 33
40000 33
41000 33
42000 33
43000 33
44000 33
45000 33
46000 33
47000 33
48000 33
49000 33
50000 33
51000 33
52000 33
53000 33
54000 33
55000 33
56000 33
57000 33
58000 33
59000 33
60000 33
61000 33
62000 33
63000 33
64000 33
65000 33
66000 33
67000 33
68000 33
69000 33
70000 33
71000 33
72000 33
73000 33
74000 33
75000 33
76000 33
77000 33
78000 33
79000 33
80000 33
81000 33
82000 33
83000 33
84000 33
85000 33
86000 33
87000 33
88000 33
89000 33
90000 33
91000 33
92000 33
93000 33
94000 33
95000 33
96000 33
97000 33
98000 33
99000 33
100000 33
101000 158.7
102000 251.2
103000 303.2
104000 325.7
105000 340.3
106000 345.5
107000 373
108000 381.3
109000 390.2
110000 394.1
111000 399.4
112000 403.8
113000 414.5
114000 423.9
115000 430.7
116000 433.9
117000 420.6
118000 430.9
119000 418.5
120000 424.1
121000 435.8
122000 433.5
123000 415.4
124000 418.6
125000 426.6
126000 426.4
127000 438.7
128000 431.7
129000 427.9
130000 425.4
131000 426.9
132000 427
133000 433.6
134000 431.6
135000 428.9
136000 432.2
137000 429.1
138000 424.1
139000 429.2
140000 424.5
141000 427.2
142000 434.8
143000 437.5
144000 440.1
145000 434.7
146000 434.2
147000 436.2
148000 440.9
149000 441.8
150000 433.7
