# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
5311000 11.2396 11.4
5312000 11.7774 11.4
5313000 11.5315 11.4
5314000 11.4284 11.4
5315000 12.008 11.4
5316000 11.705 11.4
5317000 11.671 11.4
5318000 11.7703 11.4
5319000 11.4157 11.4
5320000 11.7659 11.4
5321000 11.7228 11.4
5322000 11.7549 11.4
5323000 11.818 11.4
5324000 11.6128 11.4
5325000 11.4657 11.4
5326000 11.7506 11.4
5327000 11.861 11.4
5328000 11.9311 11.4
5329000 11.9105 11.4
5330000 11.6358 11.4
5331000 11.6828 11.4
5332000 11.6304 11.4
5333000 11.8658 11.4
5334000 11.6789 11.4
5335000 11.6488 11.4
5336000 11.8144 11.4
5337000 11.4923 11.4
5338000 11.5486 11.4
5339000 11.7082 11.4
5340000 11.9265 11.4
5341000 11.7012 11.4
5342000 11.8206 11.4
5343000 11.8222 11.4
5344000 11.7053 11.4
5345000 11.7375 11.4
5346000 11.7308 11.4
5347000 11.6855 11.4
5348000 11.7563 11.4
5349000 11.6657 11.4
5350000 11.6574 11.4
5351000 11.5315 11.4
5352000 11.7913 11.4
5353000 11.8097 11.4
5354000 11.8694 11.4
5355000 11.7382 11.4
5356000 11.7208 11.4
5357000 11.7298 11.4
5358000 11.799 11.4
5359000 11.6483 11.4
5360000 11.7396 11.4
