# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
4111000 7.96467 5.4
4112000 7.11453 5.4
4113000 5.86267 5.4
4114000 4.48933 5.4
4115000 3.32536 5.4
4116000 2.6789 5.4
4117000 2.72472 5.4
4118000 3.45005 5.4
4119000 4.66533 5.4
4120000 6.06075 5.4
4121000 7.29561 5.4
4122000 8.08602 5.4
4123000 8.27021 5.4
4124000 7.81565 5.4
4125000 6.80727 5.4
4126000 5.4457 5.4
4127000 4.05161 5.4
4128000 2.99514 5.4
4129000 2.55482 5.4
4130000 2.8391 5.4
4131000 3.76563 5.4
4132000 5.09783 5.4
4133000 6.50733 5.4
4134000 7.66088 5.4
4135000 8.30269 5.4
4136000 8.30118 5.4
4137000 7.65104 5.4
4138000 6.47378 5.4
4139000 5.01671 5.4
4140000 3.63309 5.4
4141000 2.69607 5.4
4142000 2.45303 5.4
4143000 2.95842 5.4
4144000 4.07378 5.4
4145000 5.51289 5.4
4146000 6.92001 5.4
4147000 7.96707 5.4
4148000 8.43279 5.4
4149000 8.23084 5.4
4150000 7.39631 5.4
4151000 6.08623 5.4
4152000 4.58807 5.4
4153000 3.28392 5.4
4154000 2.51927 5.4
4155000 2.49041 5.4
4156000 3.19797 5.4
4157000 4.45653 5.4
4158000 5.95097 5.4
4159000 7.31848 5.4
4160000 8.24578 5.4
