# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
1531000 -2.58928 0
1532000 -0.968897 0
1533000 1.3668 0
1534000 2.73071 0
1535000 2.12266 0
1536000 -0.0389174 0
1537000 -2.189 0
1538000 -2.76058 0
1539000 -1.32802 0
1540000 1.08655 0
1541000 2.72023 0
1542000 2.38464 0
1543000 0.349369 0
1544000 -1.8961 0
1545000 -2.7443 0
1546000 -1.60404 0
1547000 0.697642 0
1548000 2.50182 0
1549000 2.50266 0
1550000 0.669184 0
1551000 -1.68127 0
1552000 -2.8201 0
1553000 -1.91989 0
1554000 0.353042 0
1555000 2.34656 0
1556000 2.63012 0
1557000 1.01317 0
1558000 -1.3306 0
1559000 -2.7083 0
1560000 -2.12554 0
1561000 0.00413428 0
1562000 2.14327 0
1563000 2.7377 0
1564000 1.35207 0
1565000 -1.01184 0
1566000 -2.6418 0
1567000 -2.35978 0
1568000 -0.373337 0
1569000 1.87465 0
1570000 2.75311 0
1571000 1.63989 0
1572000 -0.646712 0
1573000 -2.45128 0
1574000 -2.47815 0
1575000 -0.697323 0
1576000 1.6323 0
1577000 2.81973 0
1578000 1.97416 0
1579000 -0.301627 0
1580000 -2.34674 0
