# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
1231000 1.40856 -3
1232000 0.674987 -3
1233000 -2.72665 -3
1234000 -6.32177 -3
1235000 -7.59782 -3
1236000 -5.74398 -3
1237000 -2.00029 -3
1238000 0.994309 -3
1239000 1.07862 -3
1240000 -1.81308 -3
1241000 -5.59486 -3
1242000 -7.5842 -3
1243000 -6.44213 -3
1244000 -2.89298 -3
1245000 0.616406 -3
1246000 1.53412 -3
1247000 -0.845427 -3
1248000 -4.7768 -3
1249000 -7.3967 -3
1250000 -6.96904 -3
1251000 -3.82376 -3
1252000 -0.147342 -3
1253000 1.42563 -3
1254000 -0.227799 -3
1255000 -3.9163 -3
1256000 -7.00088 -3
1257000 -7.36169 -3
1258000 -4.7246 -3
1259000 -0.845294 -3
1260000 1.47175 -3
1261000 0.536206 -3
1262000 -2.92955 -3
1263000 -6.38154 -3
1264000 -7.4526 -3
1265000 -5.47082 -3
1266000 -1.7648 -3
1267000 1.04192 -3
1268000 0.913872 -3
1269000 -2.09039 -3
1270000 -5.81838 -3
1271000 -7.6149 -3
1272000 -6.26 -3
1273000 -2.67828 -3
1274000 0.562632 -3
1275000 1.15244 -3
1276000 -1.28371 -3
1277000 -4.98808 -3
1278000 -7.33755 -3
1279000 -6.72706 -3
1280000 -3.51188 -3
