# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
5911000 11.8914 14.4
5912000 11.8372 14.4
5913000 11.8427 14.4
5914000 11.816 14.4
5915000 11.7055 14.4
5916000 11.8212 14.4
5917000 11.6854 14.4
5918000 11.8435 14.4
5919000 11.703 14.4
5920000 11.981 14.4
5921000 11.5428 14.4
5922000 11.7478 14.4
5923000 11.8197 14.4
5924000 11.8706 14.4
5925000 11.7501 14.4
5926000 11.8807 14.4
5927000 11.8521 14.4
5928000 11.7484 14.4
5929000 11.6777 14.4
5930000 11.7656 14.4
5931000 11.9277 14.4
5932000 11.8521 14.4
5933000 11.7352 14.4
5934000 11.5434 14.4
5935000 11.9574 14.4
5936000 11.522 14.4
5937000 11.9896 14.4
5938000 11.6449 14.4
5939000 11.8804 14.4
5940000 11.6814 14.4
5941000 11.8867 14.4
5942000 11.6846 14.4
5943000 11.8751 14.4
5944000 11.8812 14.4
5945000 11.7021 14.4
5946000 11.7534 14.4
5947000 11.5078 14.4
5948000 11.8693 14.4
5949000 11.7212 14.4
5950000 12.0436 14.4
5951000 11.5381 14.4
5952000 11.662 14.4
5953000 11.5879 14.4
5954000 11.9237 14.4
5955000 11.4046 14.4
5956000 11.8315 14.4
5957000 11.4591 14.4
5958000 11.8832 14.4
5959000 11.4008 14.4
5960000 11.8508 14.4
