# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
4171000 6.37779 5.7
4172000 7.60793 5.7
4173000 8.41432 5.7
4174000 8.63557 5.7
4175000 8.22847 5.7
4176000 7.26263 5.7
4177000 5.93569 5.7
4178000 4.55364 5.7
4179000 3.45882 5.7
4180000 2.93264 5.7
4181000 3.1112 5.7
4182000 3.93982 5.7
4183000 5.19703 5.7
4184000 6.5741 5.7
4185000 7.75087 5.7
4186000 8.47367 5.7
4187000 8.60384 5.7
4188000 8.11187 5.7
4189000 7.07542 5.7
4190000 5.71698 5.7
4191000 4.36853 5.7
4192000 3.36939 5.7
4193000 2.97019 5.7
4194000 3.26782 5.7
4195000 4.18253 5.7
4196000 5.47895 5.7
4197000 6.83393 5.7
4198000 7.92642 5.7
4199000 8.52015 5.7
4200000 8.50804 5.7
4201000 7.89719 5.7
4202000 6.80055 5.7
4203000 5.44186 5.7
4204000 4.1306 5.7
4205000 3.20132 5.7
4206000 2.90301 5.7
4207000 3.3177 5.7
4208000 4.34087 5.7
4209000 5.70882 5.7
4210000 7.07339 5.7
4211000 8.10892 5.7
4212000 8.60528 5.7
4213000 8.4796 5.7
4214000 7.74917 5.7
4215000 6.54539 5.7
4216000 5.12682 5.7
4217000 3.8466 5.7
4218000 3.03894 5.7
4219000 2.91127 5.7
4220000 3.49405 5.7
