abpot/1.dat -15 0.5
abpot/2.dat -14.7 0.5
abpot/3.dat -14.4 0.5
abpot/4.dat -14.1 0.5
abpot/5.dat -13.8 0.5
abpot/6.dat -13.5 0.5
abpot/7.dat -13.2 0.5
abpot/8.dat -12.9 0.5
abpot/9.dat -12.6 0.5
abpot/10.dat -12.3 0.5
abpot/11.dat -12 0.5
abpot/12.dat -11.7 0.5
abpot/13.dat -11.4 0.5
abpot/14.dat -11.1 0.5
abpot/15.dat -10.8 0.5
abpot/16.dat -10.5 0.5
abpot/17.dat -10.2 0.5
abpot/18.dat -9.9 0.5
abpot/19.dat -9.6 0.5
abpot/20.dat -9.3 0.5
abpot/21.dat -9 0.5
abpot/22.dat -8.7 0.5
abpot/23.dat -8.4 0.5
abpot/24.dat -8.1 0.5
abpot/25.dat -7.8 0.5
abpot/26.dat -7.5 0.5
abpot/27.dat -7.2 0.5
abpot/28.dat -6.9 0.5
abpot/29.dat -6.6 0.5
abpot/30.dat -6.3 0.5
abpot/31.dat -6 0.5
abpot/32.dat -5.7 0.5
abpot/33.dat -5.4 0.5
abpot/34.dat -5.1 0.5
abpot/35.dat -4.8 0.5
abpot/36.dat -4.5 0.5
abpot/37.dat -4.2 0.5
abpot/38.dat -3.9 0.5
abpot/39.dat -3.6 0.5
abpot/40.dat -3.3 0.5
abpot/41.dat -3 0.5
abpot/42.dat -2.7 0.5
abpot/43.dat -2.4 0.5
abpot/44.dat -2.1 0.5
abpot/45.dat -1.8 0.5
abpot/46.dat -1.5 0.5
abpot/47.dat -1.2 0.5
abpot/48.dat -0.9 0.5
abpot/49.dat -0.6 0.5
abpot/50.dat -0.3 0.5
abpot/51.dat 0 0.5
