# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
3271000 -0.969196 1.2
3272000 -0.246164 1.2
3273000 0.836723 1.2
3274000 2.00593 1.2
3275000 2.9705 1.2
3276000 3.49277 1.2
3277000 3.44035 1.2
3278000 2.81707 1.2
3279000 1.77449 1.2
3280000 0.582136 1.2
3281000 -0.448974 1.2
3282000 -1.05226 1.2
3283000 -1.07887 1.2
3284000 -0.531597 1.2
3285000 0.451048 1.2
3286000 1.62688 1.2
3287000 2.70452 1.2
3288000 3.41304 1.2
3289000 3.57042 1.2
3290000 3.12966 1.2
3291000 2.19713 1.2
3292000 1.00932 1.2
3293000 -0.12861 1.2
3294000 -0.91997 1.2
3295000 -1.1621 1.2
3296000 -0.805062 1.2
3297000 0.0568057 1.2
3298000 1.21425 1.2
3299000 2.38576 1.2
3300000 3.2787 1.2
3301000 3.6587 1.2
3302000 3.42128 1.2
3303000 2.62419 1.2
3304000 1.4711 1.2
3305000 0.257786 1.2
3306000 -0.707296 1.2
3307000 -1.18003 1.2
3308000 -1.04696 1.2
3309000 -0.353206 1.2
3310000 0.727765 1.2
3311000 1.93727 1.2
3312000 2.97908 1.2
3313000 3.5852 1.2
3314000 3.59466 1.2
3315000 2.99782 1.2
3316000 1.9379 1.2
3317000 0.679627 1.2
3318000 -0.456792 1.2
3319000 -1.1781 1.2
3320000 -1.29754 1.2
