# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
1891000 -5.94138 -5.7
1892000 -4.40136 -5.7
1893000 -3.17466 -5.7
1894000 -2.58563 -5.7
1895000 -2.78967 -5.7
1896000 -3.72646 -5.7
1897000 -5.14316 -5.7
1898000 -6.68836 -5.7
1899000 -8.0074 -5.7
1900000 -8.81712 -5.7
1901000 -8.96784 -5.7
1902000 -8.43006 -5.7
1903000 -7.28832 -5.7
1904000 -5.77964 -5.7
1905000 -4.26355 -5.7
1906000 -3.1225 -5.7
1907000 -2.64699 -5.7
1908000 -2.9502 -5.7
1909000 -3.94323 -5.7
1910000 -5.37465 -5.7
1911000 -6.89965 -5.7
1912000 -8.16526 -5.7
1913000 -8.90102 -5.7
1914000 -8.96966 -5.7
1915000 -8.3536 -5.7
1916000 -7.16156 -5.7
1917000 -5.65296 -5.7
1918000 -4.19144 -5.7
1919000 -3.13595 -5.7
1920000 -2.74413 -5.7
1921000 -3.10734 -5.7
1922000 -4.13262 -5.7
1923000 -5.57066 -5.7
1924000 -7.08277 -5.7
1925000 -8.31459 -5.7
1926000 -8.98956 -5.7
1927000 -8.98357 -5.7
1928000 -8.29988 -5.7
1929000 -7.06823 -5.7
1930000 -5.55812 -5.7
1931000 -4.11885 -5.7
1932000 -3.09297 -5.7
1933000 -2.73262 -5.7
1934000 -3.12982 -5.7
1935000 -4.18946 -5.7
1936000 -5.65076 -5.7
1937000 -7.15493 -5.7
1938000 -8.34766 -5.7
1939000 -8.97616 -5.7
1940000 -8.92281 -5.7
