# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
3751000 2.65493 3.6
3752000 1.38239 3.6
3753000 0.676579 3.6
3754000 0.714325 3.6
3755000 1.48962 3.6
3756000 2.82818 3.6
3757000 4.40885 3.6
3758000 5.81099 3.6
3759000 6.66517 3.6
3760000 6.76261 3.6
3761000 6.09215 3.6
3762000 4.82179 3.6
3763000 3.26256 3.6
3764000 1.80105 3.6
3765000 0.802229 3.6
3766000 0.514513 3.6
3767000 1.01377 3.6
3768000 2.19051 3.6
3769000 3.7598 3.6
3770000 5.30972 3.6
3771000 6.43351 3.6
3772000 6.85315 3.6
3773000 6.47782 3.6
3774000 5.40307 3.6
3775000 3.89092 3.6
3776000 2.31829 3.6
3777000 1.07772 3.6
3778000 0.479327 3.6
3779000 0.67404 3.6
3780000 1.61917 3.6
3781000 3.09359 3.6
3782000 4.73088 3.6
3783000 6.10438 3.6
3784000 6.86054 3.6
3785000 6.81671 3.6
3786000 5.99573 3.6
3787000 4.60188 3.6
3788000 2.97169 3.6
3789000 1.50684 3.6
3790000 0.573247 3.6
3791000 0.406324 3.6
3792000 1.05346 3.6
3793000 2.36138 3.6
3794000 4.01173 3.6
3795000 5.59406 3.6
3796000 6.7036 3.6
3797000 7.05855 3.6
3798000 6.57688 3.6
3799000 5.39048 3.6
3800000 3.78985 3.6
