# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
2011000 -2.68892 -5.1
2012000 -3.97482 -5.1
2013000 -5.5626 -5.1
2014000 -7.0621 -5.1
2015000 -8.11292 -5.1
2016000 -8.48194 -5.1
2017000 -8.0973 -5.1
2018000 -7.0407 -5.1
2019000 -5.55387 -5.1
2020000 -3.99973 -5.1
2021000 -2.75343 -5.1
2022000 -2.1118 -5.1
2023000 -2.23113 -5.1
2024000 -3.08992 -5.1
2025000 -4.48598 -5.1
2026000 -6.06515 -5.1
2027000 -7.42409 -5.1
2028000 -8.24103 -5.1
2029000 -8.34378 -5.1
2030000 -7.71725 -5.1
2031000 -6.49521 -5.1
2032000 -4.9586 -5.1
2033000 -3.4834 -5.1
2034000 -2.43804 -5.1
2035000 -2.07921 -5.1
2036000 -2.49069 -5.1
2037000 -3.57474 -5.1
2038000 -5.07861 -5.1
2039000 -6.63408 -5.1
2040000 -7.84984 -5.1
2041000 -8.43849 -5.1
2042000 -8.27923 -5.1
2043000 -7.40682 -5.1
2044000 -6.01384 -5.1
2045000 -4.44193 -5.1
2046000 -3.08188 -5.1
2047000 -2.25328 -5.1
2048000 -2.15036 -5.1
2049000 -2.80211 -5.1
2050000 -4.05213 -5.1
2051000 -5.59038 -5.1
2052000 -7.03545 -5.1
2053000 -8.04216 -5.1
2054000 -8.3852 -5.1
2055000 -7.98868 -5.1
2056000 -6.92519 -5.1
2057000 -5.42924 -5.1
2058000 -3.865 -5.1
2059000 -2.63361 -5.1
2060000 -2.04854 -5.1
