# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
5551000 12.0387 12.6
5552000 11.6702 12.6
5553000 11.7632 12.6
5554000 11.4134 12.6
5555000 11.3071 12.6
5556000 11.9829 12.6
5557000 11.2904 12.6
5558000 11.4665 12.6
5559000 11.6834 12.6
5560000 11.435 12.6
5561000 11.8473 12.6
5562000 11.798 12.6
5563000 11.7946 12.6
5564000 11.555 12.6
5565000 11.7024 12.6
5566000 11.6328 12.6
5567000 11.5862 12.6
5568000 11.9615 12.6
5569000 11.7878 12.6
5570000 11.8917 12.6
5571000 11.6089 12.6
5572000 11.5921 12.6
5573000 11.7344 12.6
5574000 11.6941 12.6
5575000 11.802 12.6
5576000 11.6373 12.6
5577000 11.7331 12.6
5578000 11.1898 12.6
5579000 11.6824 12.6
5580000 11.6221 12.6
5581000 11.912 12.6
5582000 11.7157 12.6
5583000 11.7734 12.6
5584000 11.6552 12.6
5585000 11.5304 12.6
5586000 11.9724 12.6
5587000 11.6345 12.6
5588000 11.6471 12.6
5589000 11.8061 12.6
5590000 11.8627 12.6
5591000 11.6198 12.6
5592000 11.6108 12.6
5593000 11.6167 12.6
5594000 11.6204 12.6
5595000 11.9064 12.6
5596000 11.374 12.6
5597000 11.7694 12.6
5598000 11.5792 12.6
5599000 11.7756 12.6
5600000 11.8491 12.6
