# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
1231000 -11.2412 -9
1232000 -11.7027 -9
1233000 -11.5852 -9
1234000 -10.8823 -9
1235000 -10.5683 -9
1236000 -10.5119 -9
1237000 -10.6958 -9
1238000 -11.2337 -9
1239000 -11.7666 -9
1240000 -10.9945 -9
1241000 -10.3692 -9
1242000 -9.9287 -9
1243000 -9.61273 -9
1244000 -9.42491 -9
1245000 -9.37779 -9
1246000 -9.46565 -9
1247000 -9.66929 -9
1248000 -9.97599 -9
1249000 -10.4149 -9
1250000 -11.1219 -9
1251000 -11.8586 -9
1252000 -11.4924 -9
1253000 -11.3596 -9
1254000 -11.7298 -9
1255000 -11.7087 -9
1256000 -11.2045 -9
1257000 -11.1912 -9
1258000 -11.7252 -9
1259000 -11.7798 -9
1260000 -11.1556 -9
1261000 -10.977 -9
1262000 -11.2663 -9
1263000 -11.7051 -9
1264000 -11.0757 -9
1265000 -10.6266 -9
1266000 -10.4216 -9
1267000 -10.407 -9
1268000 -10.6437 -9
1269000 -11.2572 -9
1270000 -11.9587 -9
1271000 -11.6541 -9
1272000 -11.4515 -9
1273000 -11.6563 -9
1274000 -11.704 -9
1275000 -11.5184 -9
1276000 -11.6263 -9
1277000 -11.8054 -9
1278000 -11.7611 -9
1279000 -11.6042 -9
1280000 -11.5608 -9
