# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
5431000 11.3123 12
5432000 11.6496 12
5433000 11.6712 12
5434000 11.8712 12
5435000 11.8046 12
5436000 11.6711 12
5437000 11.6213 12
5438000 11.8333 12
5439000 11.7341 12
5440000 11.7583 12
5441000 11.9024 12
5442000 11.7742 12
5443000 11.7272 12
5444000 11.4696 12
5445000 11.599 12
5446000 11.7318 12
5447000 11.8865 12
5448000 11.6438 12
5449000 11.5763 12
5450000 11.5151 12
5451000 11.7543 12
5452000 11.7243 12
5453000 11.6967 12
5454000 11.7692 12
5455000 11.8488 12
5456000 11.614 12
5457000 11.6633 12
5458000 11.8866 12
5459000 11.556 12
5460000 11.7258 12
5461000 11.7801 12
5462000 11.7445 12
5463000 11.5615 12
5464000 11.6779 12
5465000 11.8759 12
5466000 11.7053 12
5467000 11.9134 12
5468000 11.6439 12
5469000 11.6241 12
5470000 11.7609 12
5471000 11.8723 12
5472000 11.7683 12
5473000 11.4299 12
5474000 11.6762 12
5475000 11.6986 12
5476000 11.8262 12
5477000 11.887 12
5478000 11.6254 12
5479000 11.7436 12
5480000 11.7437 12
