# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
2311000 -0.304572 -3.6
2312000 -1.02832 -3.6
2313000 -2.39963 -3.6
2314000 -4.09175 -3.6
2315000 -5.69365 -3.6
2316000 -6.80889 -3.6
2317000 -7.15521 -3.6
2318000 -6.63537 -3.6
2319000 -5.36381 -3.6
2320000 -3.64966 -3.6
2321000 -1.92856 -3.6
2322000 -0.643655 -3.6
2323000 -0.121794 -3.6
2324000 -0.484204 -3.6
2325000 -1.62659 -3.6
2326000 -3.26625 -3.6
2327000 -5.00475 -3.6
2328000 -6.41438 -3.6
2329000 -7.1466 -3.6
2330000 -7.0186 -3.6
2331000 -6.05402 -3.6
2332000 -4.48108 -3.6
2333000 -2.68678 -3.6
2334000 -1.12418 -3.6
2335000 -0.190579 -3.6
2336000 -0.123163 -3.6
2337000 -0.93706 -3.6
2338000 -2.42179 -3.6
2339000 -4.19997 -3.6
2340000 -5.8236 -3.6
2341000 -6.89387 -3.6
2342000 -7.15929 -3.6
2343000 -6.55402 -3.6
2344000 -5.20685 -3.6
2345000 -3.43496 -3.6
2346000 -1.68996 -3.6
2347000 -0.429104 -3.6
2348000 0.0200015 -3.6
2349000 -0.447234 -3.6
2350000 -1.69464 -3.6
2351000 -3.40979 -3.6
2352000 -5.1778 -3.6
2353000 -6.56568 -3.6
2354000 -7.23667 -3.6
2355000 -7.02419 -3.6
2356000 -5.96631 -3.6
2357000 -4.31091 -3.6
2358000 -2.47224 -3.6
2359000 -0.929199 -3.6
2360000 -0.0816697 -3.6
