# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
1951000 -8.17855 -5.4
1952000 -8.8216 -5.4
1953000 -8.7365 -5.4
1954000 -7.93316 -5.4
1955000 -6.57525 -5.4
1956000 -4.99062 -5.4
1957000 -3.55806 -5.4
1958000 -2.61037 -5.4
1959000 -2.37504 -5.4
1960000 -2.91183 -5.4
1961000 -4.09278 -5.4
1962000 -5.6305 -5.4
1963000 -7.14852 -5.4
1964000 -8.28273 -5.4
1965000 -8.78629 -5.4
1966000 -8.56388 -5.4
1967000 -7.65507 -5.4
1968000 -6.25836 -5.4
1969000 -4.70641 -5.4
1970000 -3.36677 -5.4
1971000 -2.5584 -5.4
1972000 -2.47692 -5.4
1973000 -3.14296 -5.4
1974000 -4.39831 -5.4
1975000 -5.94118 -5.4
1976000 -7.39105 -5.4
1977000 -8.39567 -5.4
1978000 -8.7374 -5.4
1979000 -8.35908 -5.4
1980000 -7.34589 -5.4
1981000 -5.91646 -5.4
1982000 -4.38611 -5.4
1983000 -3.11766 -5.4
1984000 -2.42496 -5.4
1985000 -2.48656 -5.4
1986000 -3.29709 -5.4
1987000 -4.65874 -5.4
1988000 -6.22651 -5.4
1989000 -7.60713 -5.4
1990000 -8.47334 -5.4
1991000 -8.65315 -5.4
1992000 -8.13057 -5.4
1993000 -7.00507 -5.4
1994000 -5.50947 -5.4
1995000 -3.98967 -5.4
1996000 -2.81957 -5.4
1997000 -2.29937 -5.4
1998000 -2.56702 -5.4
1999000 -3.55941 -5.4
2000000 -5.02689 -5.4
