# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
4291000 9.6523 6.3
4292000 9.23843 6.3
4293000 8.28441 6.3
4294000 6.92326 6.3
4295000 5.42549 6.3
4296000 4.13054 6.3
4297000 3.36825 6.3
4298000 3.34997 6.3
4299000 4.08279 6.3
4300000 5.37562 6.3
4301000 6.89871 6.3
4302000 8.28695 6.3
4303000 9.25495 6.3
4304000 9.66576 6.3
4305000 9.50042 6.3
4306000 8.77479 6.3
4307000 7.56503 6.3
4308000 6.0885 6.3
4309000 4.68469 6.3
4310000 3.69925 6.3
4311000 3.37961 6.3
4312000 3.80625 6.3
4313000 4.87157 6.3
4314000 6.3071 6.3
4315000 7.75978 6.3
4316000 8.90125 6.3
4317000 9.5285 6.3
4318000 9.58243 6.3
4319000 9.06759 6.3
4320000 8.02826 6.3
4321000 6.62547 6.3
4322000 5.15022 6.3
4323000 3.95454 6.3
4324000 3.34798 6.3
4325000 3.49306 6.3
4326000 4.35213 6.3
4327000 5.6993 6.3
4328000 7.18695 6.3
4329000 8.46114 6.3
4330000 9.28317 6.3
4331000 9.56476 6.3
4332000 9.28681 6.3
4333000 8.45274 6.3
4334000 7.17148 6.3
4335000 5.69805 6.3
4336000 4.38273 6.3
4337000 3.55744 6.3
4338000 3.43346 6.3
4339000 4.03793 6.3
4340000 5.20085 6.3
