# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
5971000 11.8794 14.7
5972000 11.6987 14.7
5973000 11.842 14.7
5974000 11.8003 14.7
5975000 11.948 14.7
5976000 11.7017 14.7
5977000 11.9035 14.7
5978000 11.5195 14.7
5979000 11.951 14.7
5980000 11.6575 14.7
5981000 11.8136 14.7
5982000 11.6095 14.7
5983000 12.0156 14.7
5984000 11.5179 14.7
5985000 11.8584 14.7
5986000 11.7385 14.7
5987000 11.9656 14.7
5988000 11.8548 14.7
5989000 11.729 14.7
5990000 11.8029 14.7
5991000 11.6178 14.7
5992000 11.9086 14.7
5993000 11.8938 14.7
5994000 11.8862 14.7
5995000 11.8329 14.7
5996000 11.6374 14.7
5997000 11.6127 14.7
5998000 11.9003 14.7
5999000 12.0028 14.7
6000000 12.0384 14.7
6001000 11.8993 14.7
6002000 11.6629 14.7
6003000 11.635 14.7
6004000 11.6073 14.7
6005000 11.764 14.7
6006000 11.9405 14.7
6007000 11.5743 14.7
6008000 11.7454 14.7
6009000 11.5975 14.7
6010000 11.6788 14.7
6011000 11.9189 14.7
6012000 11.9618 14.7
6013000 11.7651 14.7
6014000 11.6046 14.7
6015000 11.7569 14.7
6016000 11.834 14.7
6017000 11.7271 14.7
6018000 11.756 14.7
6019000 11.4908 14.7
6020000 10.903 14.7
