# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
3511000 5.47305 2.4
3512000 5.32825 2.4
3513000 4.4526 2.4
3514000 3.07409 2.4
3515000 1.55282 2.4
3516000 0.271725 2.4
3517000 -0.456214 2.4
3518000 -0.456243 2.4
3519000 0.268513 2.4
3520000 1.53619 2.4
3521000 3.02978 2.4
3522000 4.37676 2.4
3523000 5.24296 2.4
3524000 5.40931 2.4
3525000 4.82354 2.4
3526000 3.63191 2.4
3527000 2.15104 2.4
3528000 0.769839 2.4
3529000 -0.17327 2.4
3530000 -0.456369 2.4
3531000 -0.0142529 2.4
3532000 1.04031 2.4
3533000 2.44329 2.4
3534000 3.84398 2.4
3535000 4.89259 2.4
3536000 5.3279 2.4
3537000 5.03398 2.4
3538000 4.07606 2.4
3539000 2.69594 2.4
3540000 1.25567 2.4
3541000 0.134714 2.4
3542000 -0.390173 2.4
3543000 -0.202939 2.4
3544000 0.645561 2.4
3545000 1.94569 2.4
3546000 3.37569 2.4
3547000 4.57891 2.4
3548000 5.25147 2.4
3549000 5.21725 2.4
3550000 4.47215 2.4
3551000 3.18834 2.4
3552000 1.6873 2.4
3553000 0.367437 2.4
3554000 -0.413912 2.4
3555000 -0.466654 2.4
3556000 0.204569 2.4
3557000 1.42237 2.4
3558000 2.87651 2.4
3559000 4.2035 2.4
3560000 5.07475 2.4
