# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
2611000 -0.703696 -2.1
2612000 -2.61219 -2.1
2613000 -4.37032 -2.1
2614000 -5.5367 -2.1
2615000 -5.83298 -2.1
2616000 -5.1946 -2.1
2617000 -3.76686 -2.1
2618000 -1.87561 -2.1
2619000 -0.000764097 -2.1
2620000 1.35666 -2.1
2621000 1.84013 -2.1
2622000 1.32651 -2.1
2623000 -0.0466848 -2.1
2624000 -1.91754 -2.1
2625000 -3.80035 -2.1
2626000 -5.22762 -2.1
2627000 -5.86384 -2.1
2628000 -5.55829 -2.1
2629000 -4.36864 -2.1
2630000 -2.57441 -2.1
2631000 -0.647488 -2.1
2632000 0.907138 -2.1
2633000 1.69465 -2.1
2634000 1.51936 -2.1
2635000 0.432009 -2.1
2636000 -1.28674 -2.1
2637000 -3.19843 -2.1
2638000 -4.82267 -2.1
2639000 -5.75969 -2.1
2640000 -5.78233 -2.1
2641000 -4.8746 -2.1
2642000 -3.24368 -2.1
2643000 -1.30253 -2.1
2644000 0.439615 -2.1
2645000 1.52917 -2.1
2646000 1.69267 -2.1
2647000 0.900459 -2.1
2648000 -0.636492 -2.1
2649000 -2.52897 -2.1
2650000 -4.30533 -2.1
2651000 -5.53202 -2.1
2652000 -5.91093 -2.1
2653000 -5.33532 -2.1
2654000 -3.94023 -2.1
2655000 -2.09123 -2.1
2656000 -0.27725 -2.1
2657000 1.0402 -2.1
2658000 1.54412 -2.1
2659000 1.12231 -2.1
2660000 -0.114252 -2.1
