# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
5491000 11.7786 12.3
5492000 11.1149 12.3
5493000 11.6211 12.3
5494000 11.6707 12.3
5495000 11.4878 12.3
5496000 11.9591 12.3
5497000 11.1444 12.3
5498000 11.3253 12.3
5499000 11.711 12.3
5500000 11.3315 12.3
5501000 11.9232 12.3
5502000 11.4983 12.3
5503000 11.6413 12.3
5504000 11.6882 12.3
5505000 11.1974 12.3
5506000 11.7543 12.3
5507000 11.4843 12.3
5508000 11.7273 12.3
5509000 11.6943 12.3
5510000 11.0388 12.3
5511000 11.6307 12.3
5512000 11.5058 12.3
5513000 11.1524 12.3
5514000 11.9227 12.3
5515000 11.461 12.3
5516000 11.3241 12.3
5517000 11.9136 12.3
5518000 11.4741 12.3
5519000 11.6795 12.3
5520000 11.9247 12.3
5521000 11.8901 12.3
5522000 11.793 12.3
5523000 11.6303 12.3
5524000 11.6326 12.3
5525000 11.8012 12.3
5526000 11.8688 12.3
5527000 11.7515 12.3
5528000 11.7506 12.3
5529000 11.4651 12.3
5530000 11.6207 12.3
5531000 11.9502 12.3
5532000 11.7958 12.3
5533000 11.8799 12.3
5534000 11.7791 12.3
5535000 11.7226 12.3
5536000 11.6986 12.3
5537000 11.5228 12.3
5538000 11.9326 12.3
5539000 11.623 12.3
5540000 11.7446 12.3
