# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
571000 -11.9617 -12.3
572000 -11.6171 -12.3
573000 -11.9406 -12.3
574000 -11.6938 -12.3
575000 -11.6586 -12.3
576000 -11.6893 -12.3
577000 -11.8056 -12.3
578000 -11.8445 -12.3
579000 -11.8215 -12.3
580000 -11.7799 -12.3
581000 -11.4106 -12.3
582000 -11.8916 -12.3
583000 -11.7005 -12.3
584000 -11.8348 -12.3
585000 -11.6911 -12.3
586000 -11.7619 -12.3
587000 -11.7345 -12.3
588000 -11.7843 -12.3
589000 -11.7646 -12.3
590000 -11.8394 -12.3
591000 -11.9346 -12.3
592000 -11.5856 -12.3
593000 -11.8707 -12.3
594000 -11.799 -12.3
595000 -11.6903 -12.3
596000 -11.7318 -12.3
597000 -11.9253 -12.3
598000 -11.8805 -12.3
599000 -11.8868 -12.3
600000 -11.7445 -12.3
601000 -11.7638 -12.3
602000 -11.8341 -12.3
603000 -11.7196 -12.3
604000 -12.0044 -12.3
605000 -11.3749 -12.3
606000 -11.6661 -12.3
607000 -11.5645 -12.3
608000 -11.3987 -12.3
609000 -11.9485 -12.3
610000 -11.6691 -12.3
611000 -12.0306 -12.3
612000 -11.3419 -12.3
613000 -11.2793 -12.3
614000 -11.9533 -12.3
615000 -11.2935 -12.3
616000 -11.5502 -12.3
617000 -11.9704 -12.3
618000 -11.4551 -12.3
619000 -11.8702 -12.3
620000 -11.5461 -12.3
