# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
5071000 10.4634 10.2
5072000 11.1598 10.2
5073000 11.8359 10.2
5074000 10.8644 10.2
5075000 10.3395 10.2
5076000 10.3645 10.2
5077000 10.9555 10.2
5078000 11.9142 10.2
5079000 10.9988 10.2
5080000 10.0939 10.2
5081000 9.70609 10.2
5082000 9.76705 10.2
5083000 10.276 10.2
5084000 11.3168 10.2
5085000 11.6505 10.2
5086000 10.5865 10.2
5087000 10.0692 10.2
5088000 10.0416 10.2
5089000 10.4976 10.2
5090000 11.5379 10.2
5091000 11.6708 10.2
5092000 10.7314 10.2
5093000 10.439 10.2
5094000 10.7215 10.2
5095000 11.6027 10.2
5096000 11.5958 10.2
5097000 11.1847 10.2
5098000 11.5391 10.2
5099000 11.7058 10.2
5100000 11.3417 10.2
5101000 11.6615 10.2
5102000 11.8558 10.2
5103000 11.6037 10.2
5104000 11.6431 10.2
5105000 11.6856 10.2
5106000 11.6415 10.2
5107000 11.6039 10.2
5108000 11.7205 10.2
5109000 11.7131 10.2
5110000 11.4107 10.2
5111000 11.5384 10.2
5112000 11.61 10.2
5113000 11.4357 10.2
5114000 11.6882 10.2
5115000 11.7052 10.2
5116000 11.7407 10.2
5117000 11.6699 10.2
5118000 11.5382 10.2
5119000 11.6702 10.2
5120000 11.6138 10.2
