# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
2731000 1.03837 -1.5
2732000 1.54445 -1.5
2733000 1.27946 -1.5
2734000 0.300563 -1.5
2735000 -1.15249 -1.5
2736000 -2.70998 -1.5
2737000 -3.9702 -1.5
2738000 -4.60856 -1.5
2739000 -4.46481 -1.5
2740000 -3.5887 -1.5
2741000 -2.21355 -1.5
2742000 -0.676621 -1.5
2743000 0.650574 -1.5
2744000 1.44183 -1.5
2745000 1.49395 -1.5
2746000 0.784162 -1.5
2747000 -0.511918 -1.5
2748000 -2.06419 -1.5
2749000 -3.47621 -1.5
2750000 -4.3905 -1.5
2751000 -4.57851 -1.5
2752000 -3.99206 -1.5
2753000 -2.77272 -1.5
2754000 -1.22079 -1.5
2755000 0.270103 -1.5
2756000 1.31675 -1.5
2757000 1.64676 -1.5
2758000 1.18193 -1.5
2759000 0.052853 -1.5
2760000 -1.45072 -1.5
2761000 -2.95639 -1.5
2762000 -4.09468 -1.5
2763000 -4.58701 -1.5
2764000 -4.304 -1.5
2765000 -3.30336 -1.5
2766000 -1.83605 -1.5
2767000 -0.285527 -1.5
2768000 0.948892 -1.5
2769000 1.55532 -1.5
2770000 1.38529 -1.5
2771000 0.490474 -1.5
2772000 -0.896617 -1.5
2773000 -2.42399 -1.5
2774000 -3.71295 -1.5
2775000 -4.44708 -1.5
2776000 -4.44352 -1.5
2777000 -3.68975 -1.5
2778000 -2.37162 -1.5
2779000 -0.831296 -1.5
2780000 0.530308 -1.5
