# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
1411000 -9.5253 -8.1
1412000 -8.36096 -8.1
1413000 -7.2356 -8.1
1414000 -6.36634 -8.1
1415000 -5.94834 -8.1
1416000 -6.09036 -8.1
1417000 -6.765 -8.1
1418000 -7.80533 -8.1
1419000 -8.97268 -8.1
1420000 -10.0737 -8.1
1421000 -11.119 -8.1
1422000 -11.8895 -8.1
1423000 -11.1753 -8.1
1424000 -10.3511 -8.1
1425000 -9.5147 -8.1
1426000 -8.57722 -8.1
1427000 -7.62102 -8.1
1428000 -6.82727 -8.1
1429000 -6.38503 -8.1
1430000 -6.40348 -8.1
1431000 -6.8739 -8.1
1432000 -7.68027 -8.1
1433000 -8.64575 -8.1
1434000 -9.5978 -8.1
1435000 -10.4634 -8.1
1436000 -11.3739 -8.1
1437000 -11.7946 -8.1
1438000 -10.7301 -8.1
1439000 -9.61923 -8.1
1440000 -8.43863 -8.1
1441000 -7.28181 -8.1
1442000 -6.37315 -8.1
1443000 -5.92418 -8.1
1444000 -6.04586 -8.1
1445000 -6.70748 -8.1
1446000 -7.74413 -8.1
1447000 -8.9177 -8.1
1448000 -10.0307 -8.1
1449000 -11.0801 -8.1
1450000 -11.8913 -8.1
1451000 -10.9268 -8.1
1452000 -9.68845 -8.1
1453000 -8.36261 -8.1
1454000 -7.07134 -8.1
1455000 -6.08673 -8.1
1456000 -5.64115 -8.1
1457000 -5.83727 -8.1
1458000 -6.61974 -8.1
1459000 -7.79883 -8.1
1460000 -9.11628 -8.1
