# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
4351000 4.30732 6.6
4352000 3.76711 6.6
4353000 3.95225 6.6
4354000 4.80232 6.6
4355000 6.09931 6.6
4356000 7.5405 6.6
4357000 8.81808 6.6
4358000 9.70916 6.6
4359000 10.1319 6.6
4360000 10.1016 6.6
4361000 9.6207 6.6
4362000 8.67412 6.6
4363000 7.3443 6.6
4364000 5.87701 6.6
4365000 4.612 6.6
4366000 3.86333 6.6
4367000 3.81753 6.6
4368000 4.4795 6.6
4369000 5.67639 6.6
4370000 7.11369 6.6
4371000 8.46256 6.6
4372000 9.46517 6.6
4373000 10.0082 6.6
4374000 10.1043 6.6
4375000 9.77438 6.6
4376000 8.9767 6.6
4377000 7.7436 6.6
4378000 6.29517 6.6
4379000 4.96769 6.6
4380000 4.08452 6.6
4381000 3.85625 6.6
4382000 4.33122 6.6
4383000 5.39224 6.6
4384000 6.79946 6.6
4385000 8.23589 6.6
4386000 9.38809 6.6
4387000 10.1028 6.6
4388000 10.3986 6.6
4389000 10.3127 6.6
4390000 9.79489 6.6
4391000 8.79169 6.6
4392000 7.39431 6.6
4393000 5.86243 6.6
4394000 4.54196 6.6
4395000 3.74362 6.6
4396000 3.66474 6.6
4397000 4.34026 6.6
4398000 5.60153 6.6
4399000 7.12579 6.6
4400000 8.54236 6.6
