# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
1111000 -11.0279 -9.6
1112000 -11.1782 -9.6
1113000 -11.7802 -9.6
1114000 -11.57 -9.6
1115000 -11.4625 -9.6
1116000 -11.842 -9.6
1117000 -11.835 -9.6
1118000 -11.5205 -9.6
1119000 -11.6416 -9.6
1120000 -11.7404 -9.6
1121000 -11.4075 -9.6
1122000 -11.6571 -9.6
1123000 -11.847 -9.6
1124000 -11.275 -9.6
1125000 -11.2279 -9.6
1126000 -11.6765 -9.6
1127000 -11.8704 -9.6
1128000 -11.8088 -9.6
1129000 -11.8263 -9.6
1130000 -11.804 -9.6
1131000 -11.5231 -9.6
1132000 -11.6217 -9.6
1133000 -11.7974 -9.6
1134000 -11.7549 -9.6
1135000 -11.6869 -9.6
1136000 -11.5338 -9.6
1137000 -11.7328 -9.6
1138000 -11.7536 -9.6
1139000 -11.4982 -9.6
1140000 -11.7185 -9.6
1141000 -11.7963 -9.6
1142000 -11.7166 -9.6
1143000 -11.8526 -9.6
1144000 -11.8001 -9.6
1145000 -11.3961 -9.6
1146000 -11.4898 -9.6
1147000 -11.7699 -9.6
1148000 -11.6086 -9.6
1149000 -11.7575 -9.6
1150000 -11.6981 -9.6
1151000 -11.4421 -9.6
1152000 -11.6958 -9.6
1153000 -11.8661 -9.6
1154000 -11.7126 -9.6
1155000 -11.8078 -9.6
1156000 -11.4046 -9.6
1157000 -11.2892 -9.6
1158000 -11.7586 -9.6
1159000 -11.7846 -9.6
1160000 -11.7119 -9.6
