# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
4051000 4.00771 5.1
4052000 2.80662 5.1
4053000 2.18531 5.1
4054000 2.30519 5.1
4055000 3.13751 5.1
4056000 4.47199 5.1
4057000 5.97233 5.1
4058000 7.26819 5.1
4059000 8.05493 5.1
4060000 8.16598 5.1
4061000 7.58476 5.1
4062000 6.44107 5.1
4063000 5.00552 5.1
4064000 3.62318 5.1
4065000 2.62642 5.1
4066000 2.25743 5.1
4067000 2.61418 5.1
4068000 3.61825 5.1
4069000 5.01792 5.1
4070000 6.45711 5.1
4071000 7.57762 5.1
4072000 8.12057 5.1
4073000 7.976 5.1
4074000 7.18622 5.1
4075000 5.93569 5.1
4076000 4.51564 5.1
4077000 3.25907 5.1
4078000 2.46221 5.1
4079000 2.32237 5.1
4080000 2.89046 5.1
4081000 4.02625 5.1
4082000 5.43951 5.1
4083000 6.77365 5.1
4084000 7.70526 5.1
4085000 8.0274 5.1
4086000 7.6815 5.1
4087000 6.74549 5.1
4088000 5.42672 5.1
4089000 4.03002 5.1
4090000 2.8882 5.1
4091000 2.29168 5.1
4092000 2.40553 5.1
4093000 3.20523 5.1
4094000 4.48205 5.1
4095000 5.90756 5.1
4096000 7.12984 5.1
4097000 7.86878 5.1
4098000 7.96951 5.1
4099000 7.41425 5.1
4100000 6.32124 5.1
