# Time-averaged data for fix myat1
# TimeStep v_zave v_zdes
3931000 4.69591 4.5
3932000 6.00491 4.5
3933000 6.95651 4.5
3934000 7.32285 4.5
3935000 7.0156 4.5
3936000 6.10196 4.5
3937000 4.79739 4.5
3938000 3.42135 4.5
3939000 2.31989 4.5
3940000 1.77191 4.5
3941000 1.9176 4.5
3942000 2.72165 4.5
3943000 3.97666 4.5
3944000 5.35747 4.5
3945000 6.51481 4.5
3946000 7.17306 4.5
3947000 7.18794 4.5
3948000 6.55961 4.5
3949000 5.4276 4.5
3950000 4.04799 4.5
3951000 2.75683 4.5
3952000 1.89637 4.5
3953000 1.69718 4.5
3954000 2.20967 4.5
3955000 3.29777 4.5
3956000 4.68008 4.5
3957000 6.01226 4.5
3958000 6.97156 4.5
3959000 7.33635 4.5
3960000 7.02442 4.5
3961000 6.10656 4.5
3962000 4.79886 4.5
3963000 3.42369 4.5
3964000 2.32541 4.5
3965000 1.77992 4.5
3966000 1.92636 4.5
3967000 2.72751 4.5
3968000 3.97702 4.5
3969000 5.34495 4.5
3970000 6.48459 4.5
3971000 7.13325 4.5
3972000 7.14901 4.5
3973000 6.52465 4.5
3974000 5.39526 4.5
3975000 4.03203 4.5
3976000 2.78153 4.5
3977000 1.96648 4.5
3978000 1.79664 4.5
3979000 2.31375 4.5
3980000 3.37953 4.5
