# Time-averaged data for fix myat1
# TimeStep v_nH
1000 19
2000 19
3000 19
4000 19
5000 19
6000 19
7000 19
8000 19
9000 19
10000 19
11000 19
12000 19
13000 19
14000 19
15000 19
16000 19
17000 19
18000 19
19000 19
20000 19
21000 195.1
22000 412.4
23000 606.8
24000 788.5
25000 993.1
26000 1173.6
27000 1371.7
28000 1573.8
29000 1741.1
30000 1923.6
31000 2080.1
